"UserID","ArtistID","Artist","Score"
"516",1788,"<U+0410><U+0433><U+0430><U+0442><U+0430> <U+041A><U+0440><U+0438><U+0441><U+0442><U+0438>",10
"1619",1788,"<U+0410><U+0433><U+0430><U+0442><U+0430> <U+041A><U+0440><U+0438><U+0441><U+0442><U+0438>",10
"1216",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"367",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1091",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"2041",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1363",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1403",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1377",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1686",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1020",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1489",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1535",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"36",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1374",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1902",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"583",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"521",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"149",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"741",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1920",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"620",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1872",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"2022",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1011",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"844",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"792",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1146",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"189",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"89",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"823",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1450",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"939",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1784",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"899",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1259",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"205",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"249",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"946",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1935",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"545",4229,"<U+0410><U+0434><U+0430><U+043F><U+0442><U+0430><U+0446><U+0438><U+044F> <U+041F><U+0447><U+0451><U+043B>",10
"1085",3831,"<U+0410><U+043A><U+0432><U+0430><U+0440><U+0438><U+0443><U+043C>",10
"426",3831,"<U+0410><U+043A><U+0432><U+0430><U+0440><U+0438><U+0443><U+043C>",10
"1883",3831,"<U+0410><U+043A><U+0432><U+0430><U+0440><U+0438><U+0443><U+043C>",10
"1995",3831,"<U+0410><U+043A><U+0432><U+0430><U+0440><U+0438><U+0443><U+043C>",10
"1054",3831,"<U+0410><U+043A><U+0432><U+0430><U+0440><U+0438><U+0443><U+043C>",10
"647",3831,"<U+0410><U+043A><U+0432><U+0430><U+0440><U+0438><U+0443><U+043C>",10
"575",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"635",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"665",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"520",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"1728",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"210",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"493",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"893",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"1505",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"767",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"124",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"1642",1913,"<U+0410><U+0440><U+0438><U+044F>",10
"1224",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"687",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"1032",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"1347",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"1781",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"1037",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"115",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"1364",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"613",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"122",14123,"<U+0410><U+0440><U+0447><U+0435><U+0440>",7
"829",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1719",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1221",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"27",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"981",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1796",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"618",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"247",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1592",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1349",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1634",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"671",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"576",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1723",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1083",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"312",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"480",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1795",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"52",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1718",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1790",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1155",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1700",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1664",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1897",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"625",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1230",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1004",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1008",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1777",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1386",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"71",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"457",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1172",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"283",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"517",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"467",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1204",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"515",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"270",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1161",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"853",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1335",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"506",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"834",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1038",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1040",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1840",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1659",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"294",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"3",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"935",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1611",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"650",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1108",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"608",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1017",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1900",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"442",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1890",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1074",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2099",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"16",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"433",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2048",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1867",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1841",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1500",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"560",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2027",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"360",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"192",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1885",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1266",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1116",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"183",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1641",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"447",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2020",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1274",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"35",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1975",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1360",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"444",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"533",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2014",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"432",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1864",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1477",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1015",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1217",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1891",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"962",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1758",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"301",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"859",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"763",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"739",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"204",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1874",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1479",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1618",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"980",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"296",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"813",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1893",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"148",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2091",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1034",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"807",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"475",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"358",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1290",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1367",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"313",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1166",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1086",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1779",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1855",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1847",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"508",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"677",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2069",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1378",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"307",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"116",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1063",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"745",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"693",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"112",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2038",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1170",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1575",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1941",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1387",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"325",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"770",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"200",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"869",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"798",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1211",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1501",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1082",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"701",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"473",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"158",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"411",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1090",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1733",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1553",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1799",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"365",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"889",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1554",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1679",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1158",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1710",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"235",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1801",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1491",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"661",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1093",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"2053",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"163",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1697",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"386",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"884",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1672",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"714",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1630",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"969",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1013",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1493",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"97",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"85",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"989",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1675",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"60",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1302",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1625",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1423",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1658",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1859",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"887",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"565",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"924",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"341",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"972",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
"1463",14693,"<U+0411><U+0430><U+0448><U+043D><U+044F> Rowan",10
